experiment_id,trial_id,case_id,speech_id,order,round,player_id,mbti,initial_role,final_role,chars,labels,mentions,stance_target,stance_direction,stance_strength,judge_criteria_version
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c06,e-20260830-010837-t005-c06-s010,10,3,p1,ISFP,villager,villager,127,intent,,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c06,e-20260830-010837-t005-c06-s011,11,3,p4,ISFP,villager,villager,75,intent,,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c06,e-20260830-010837-t005-c06-s012,12,4,p3,ISFP,seer,seer,104,question|suspect,p7,p7,suspect,1,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c06,e-20260830-010837-t005-c06-s013,13,4,p6,ISFP,werewolf,werewolf,126,question|suspect,p3|p7,p7,suspect,1,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c06,e-20260830-010837-t005-c06-s014,14,4,p7,ISFP,thief,thief,131,intent|agree,p3|p1|p4,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c06,e-20260830-010837-t005-c06-s015,15,5,p5,ISFP,villager,villager,99,question|suspect|intent,p7,p7,suspect,1,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c06,e-20260830-010837-t005-c06-s016,16,5,p7,ISFP,thief,thief,129,intent,p5,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c06,e-20260830-010837-t005-c06-s017,17,6,p5,ISFP,villager,villager,114,question|hypothesis|suspect,p7,p7,suspect,1,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c06,e-20260830-010837-t005-c06-s018,18,6,p3,ISFP,seer,seer,169,rebut|hypothesis|suspect,p5|p7,p7,suspect,2,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c06,e-20260830-010837-t005-c06-s019,19,6,p1,ISFP,villager,villager,162,agree|intent|hypothesis,p3,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c07,e-20260830-010837-t005-c07-s001,1,1,p7,INFP,thief,thief,54,claim|intent,p1,p1,defend,1,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c07,e-20260830-010837-t005-c07-s002,2,1,p6,INFP,werewolf,werewolf,78,claim|question,p8,p8,defend,1,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c07,e-20260830-010837-t005-c07-s003,3,1,p1,INFP,villager,villager,80,question,,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c07,e-20260830-010837-t005-c07-s004,4,1,p8,INFP,werewolf,werewolf,66,claim|question,p6,p6,defend,1,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c07,e-20260830-010837-t005-c07-s005,5,1,p5,INFP,villager,villager,52,question,,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c07,e-20260830-010837-t005-c07-s006,6,1,p3,INFP,seer,seer,97,claim|question|suspect,p7,p7,suspect,3,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c07,e-20260830-010837-t005-c07-s007,7,2,p6,INFP,werewolf,werewolf,60,claim|defend,p8,p8,defend,1,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c07,e-20260830-010837-t005-c07-s008,8,2,p3,INFP,seer,seer,98,claim|suspect,p7,p7,suspect,3,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c07,e-20260830-010837-t005-c07-s009,9,2,p5,INFP,villager,villager,82,other,,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c07,e-20260830-010837-t005-c07-s010,10,2,p7,INFP,thief,thief,92,claim|intent,p3,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c07,e-20260830-010837-t005-c07-s011,11,2,p1,INFP,villager,villager,61,question,,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c07,e-20260830-010837-t005-c07-s012,12,2,p2,INFP,villager,villager,71,question,,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c07,e-20260830-010837-t005-c07-s013,13,2,p8,INFP,werewolf,werewolf,92,claim|question,p6|p1|p2|p3|p5,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c07,e-20260830-010837-t005-c07-s014,14,3,p2,INFP,villager,villager,69,question,,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c07,e-20260830-010837-t005-c07-s015,15,4,p3,INFP,seer,seer,88,question|hypothesis,p1,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c07,e-20260830-010837-t005-c07-s016,16,4,p1,INFP,villager,villager,86,hypothesis,p3,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c07,e-20260830-010837-t005-c07-s017,17,4,p5,INFP,villager,villager,62,question,,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c07,e-20260830-010837-t005-c07-s018,18,4,p7,INFP,thief,thief,91,question,p1|p2,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c07,e-20260830-010837-t005-c07-s019,19,5,p2,INFP,villager,villager,92,other,,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c07,e-20260830-010837-t005-c07-s020,20,5,p1,INFP,villager,villager,146,question,,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c07,e-20260830-010837-t005-c07-s021,21,6,p2,INFP,villager,villager,111,question,,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c07,e-20260830-010837-t005-c07-s022,22,6,p5,INFP,villager,villager,129,question,,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c08,e-20260830-010837-t005-c08-s001,1,1,p7,INTP,thief,thief,65,question|suspect,p1,p1,suspect,1,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c08,e-20260830-010837-t005-c08-s002,2,1,p8,INTP,werewolf,werewolf,101,claim|suspect|intent,p1,p1,suspect,1,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c08,e-20260830-010837-t005-c08-s003,3,1,p3,INTP,seer,seer,84,claim|suspect,p7,p7,suspect,2,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c08,e-20260830-010837-t005-c08-s004,4,2,p6,INTP,werewolf,werewolf,127,agree|claim,p3|p7|p8,p7,suspect,1,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c08,e-20260830-010837-t005-c08-s005,5,2,p3,INTP,seer,seer,113,rebut|suspect|claim,p8|p7,p7,suspect,2,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c08,e-20260830-010837-t005-c08-s006,6,2,p7,INTP,thief,thief,122,agree|intent,p3,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c08,e-20260830-010837-t005-c08-s007,7,2,p8,INTP,werewolf,werewolf,117,claim|suspect,p1|p2|p3|p4|p5|p7,p7,suspect,1,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c08,e-20260830-010837-t005-c08-s008,8,3,p6,INTP,werewolf,werewolf,123,agree|suspect,p8|p1|p2|p3|p4|p5|p7,p7,suspect,1,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c08,e-20260830-010837-t005-c08-s009,9,4,p3,INTP,seer,seer,126,suspect|agree,p8|p1|p2|p3|p4|p5|p7,p7,suspect,2,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c08,e-20260830-010837-t005-c08-s010,10,4,p8,INTP,werewolf,werewolf,93,agree|suspect|intent,p3|p7|p6,p7,suspect,2,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c08,e-20260830-010837-t005-c08-s011,11,4,p7,INTP,thief,thief,117,agree|defend|hypothesis,p3,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c08,e-20260830-010837-t005-c08-s012,12,5,p7,INTP,thief,thief,143,defend|suspect|hypothesis,p6|p8|p1|p2,p2,suspect,1,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c08,e-20260830-010837-t005-c08-s013,13,5,p8,INTP,werewolf,werewolf,88,intent|suspect,p1|p2,p2,suspect,1,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c09,e-20260830-010837-t005-c09-s001,1,1,p4,ESTP,villager,villager,65,hypothesis,,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c09,e-20260830-010837-t005-c09-s002,2,1,p7,ESTP,thief,thief,65,claim|question,p1,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c09,e-20260830-010837-t005-c09-s003,3,1,p2,ESTP,villager,villager,72,question,p1,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c09,e-20260830-010837-t005-c09-s004,4,1,p6,ESTP,werewolf,werewolf,75,claim|defend|intent,p8,p8,defend,3,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c09,e-20260830-010837-t005-c09-s005,5,1,p1,ESTP,villager,villager,50,suspect,p7|p8,p8,suspect,2,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c09,e-20260830-010837-t005-c09-s006,6,1,p8,ESTP,werewolf,werewolf,93,agree|defend|intent,p6,p6,defend,2,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c09,e-20260830-010837-t005-c09-s007,7,1,p5,ESTP,villager,villager,58,suspect,p7|p8,p8,suspect,2,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c09,e-20260830-010837-t005-c09-s008,8,1,p3,ESTP,seer,seer,67,hypothesis|intent,p7,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c09,e-20260830-010837-t005-c09-s009,9,2,p6,ESTP,werewolf,werewolf,55,intent|defend,p8,p8,defend,2,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c09,e-20260830-010837-t005-c09-s010,10,2,p3,ESTP,seer,seer,46,question,p7,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c09,e-20260830-010837-t005-c09-s011,11,2,p5,ESTP,villager,villager,116,intent|hypothesis,,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c09,e-20260830-010837-t005-c09-s012,12,2,p4,ESTP,villager,villager,167,agree|intent|suspect,p5|p7|p8,p8,suspect,1,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c09,e-20260830-010837-t005-c09-s013,13,2,p7,ESTP,thief,thief,110,agree|intent|suspect,p5|p1|p2|p3,p3,suspect,1,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c09,e-20260830-010837-t005-c09-s014,14,2,p1,ESTP,villager,villager,125,agree|suspect|question,p7,p7,suspect,2,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c09,e-20260830-010837-t005-c09-s015,15,2,p2,ESTP,villager,villager,64,question,p7,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c09,e-20260830-010837-t005-c09-s016,16,2,p8,ESTP,werewolf,werewolf,96,question,p7,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c09,e-20260830-010837-t005-c09-s017,17,4,p3,ESTP,seer,seer,83,question,p7,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c09,e-20260830-010837-t005-c09-s018,18,5,p3,ESTP,seer,seer,83,question,p7,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c09,e-20260830-010837-t005-c09-s019,19,6,p2,ESTP,villager,villager,102,question,p7,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c10,e-20260830-010837-t005-c10-s001,1,1,p4,ESFP,villager,villager,78,claim,,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c10,e-20260830-010837-t005-c10-s002,2,1,p7,ESFP,thief,thief,74,claim,,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c10,e-20260830-010837-t005-c10-s003,3,1,p2,ESFP,villager,villager,57,claim|question,,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c10,e-20260830-010837-t005-c10-s004,4,1,p6,ESFP,werewolf,werewolf,82,claim,,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c10,e-20260830-010837-t005-c10-s005,5,1,p1,ESFP,villager,villager,80,claim|question,,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c10,e-20260830-010837-t005-c10-s006,6,1,p8,ESFP,werewolf,werewolf,82,claim,,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c10,e-20260830-010837-t005-c10-s007,7,1,p5,ESFP,villager,villager,71,claim,,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c10,e-20260830-010837-t005-c10-s008,8,1,p3,ESFP,seer,seer,88,claim|suspect,p7,p7,suspect,3,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c10,e-20260830-010837-t005-c10-s009,9,2,p6,ESFP,werewolf,werewolf,78,claim|intent,p8,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c10,e-20260830-010837-t005-c10-s010,10,2,p3,ESFP,seer,seer,73,claim|suspect|intent,p7,p7,suspect,2,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c10,e-20260830-010837-t005-c10-s011,11,2,p5,ESFP,villager,villager,105,agree|intent,p3|p7,p7,suspect,1,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c10,e-20260830-010837-t005-c10-s012,12,2,p4,ESFP,villager,villager,84,other,p3,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c10,e-20260830-010837-t005-c10-s013,13,2,p7,ESFP,thief,thief,74,agree|intent,p3,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c10,e-20260830-010837-t005-c10-s014,14,2,p1,ESFP,villager,villager,82,agree,p7|p3,p7,defend,1,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c10,e-20260830-010837-t005-c10-s015,15,2,p2,ESFP,villager,villager,88,agree|suspect|intent,p7|p3,p7,suspect,1,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c11,e-20260830-010837-t005-c11-s001,1,1,p4,ENFP,villager,villager,77,other,,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c11,e-20260830-010837-t005-c11-s002,2,1,p7,ENFP,thief,thief,66,claim|defend|intent,p1,p1,defend,2,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c11,e-20260830-010837-t005-c11-s003,3,1,p2,ENFP,villager,villager,94,intent|suspect,p1,p1,suspect,1,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c11,e-20260830-010837-t005-c11-s004,4,1,p6,ENFP,werewolf,werewolf,81,claim|suspect|intent,p8,p8,suspect,3,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c11,e-20260830-010837-t005-c11-s005,5,1,p1,ENFP,villager,villager,101,question|suspect,p7,p7,suspect,1,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c11,e-20260830-010837-t005-c11-s006,6,1,p8,ENFP,werewolf,werewolf,105,claim|suspect|intent|rebut,p6,p6,suspect,3,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c11,e-20260830-010837-t005-c11-s007,7,1,p5,ENFP,villager,villager,104,other,,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c11,e-20260830-010837-t005-c11-s008,8,1,p3,ENFP,seer,seer,103,claim|intent|suspect,p7,p7,suspect,1,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c11,e-20260830-010837-t005-c11-s009,9,2,p6,ENFP,werewolf,werewolf,93,question,p8,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c11,e-20260830-010837-t005-c11-s010,10,2,p3,ENFP,seer,seer,85,question,p7|p1,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c11,e-20260830-010837-t005-c11-s011,11,2,p5,ENFP,villager,villager,129,question,p6,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c11,e-20260830-010837-t005-c11-s012,12,2,p4,ENFP,villager,villager,116,intent,p6,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c11,e-20260830-010837-t005-c11-s013,13,2,p7,ENFP,thief,thief,85,question,p6,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c11,e-20260830-010837-t005-c11-s014,14,2,p8,ENFP,werewolf,werewolf,106,question,p7,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c12,e-20260830-010837-t005-c12-s001,1,1,p7,ENTP,thief,thief,56,suspect|intent,p1,p1,suspect,1,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c12,e-20260830-010837-t005-c12-s002,2,1,p2,ENTP,villager,villager,66,intent,,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c12,e-20260830-010837-t005-c12-s003,3,1,p6,ENTP,werewolf,werewolf,90,claim|intent,p8,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c12,e-20260830-010837-t005-c12-s004,4,1,p1,ENTP,villager,villager,89,intent,,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c12,e-20260830-010837-t005-c12-s005,5,1,p8,ENTP,werewolf,werewolf,83,claim|intent,,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c12,e-20260830-010837-t005-c12-s006,6,1,p5,ENTP,villager,villager,92,intent,,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c12,e-20260830-010837-t005-c12-s007,7,1,p3,ENTP,seer,seer,94,claim|suspect,p7,p7,suspect,1,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c12,e-20260830-010837-t005-c12-s008,8,2,p6,ENTP,werewolf,werewolf,94,agree|intent,p8,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c12,e-20260830-010837-t005-c12-s009,9,2,p3,ENTP,seer,seer,84,question,p7,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c12,e-20260830-010837-t005-c12-s010,10,2,p5,ENTP,villager,villager,102,question,p3|p7,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c12,e-20260830-010837-t005-c12-s011,11,2,p7,ENTP,thief,thief,120,claim|intent,p1|p6,p6,suspect,2,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c12,e-20260830-010837-t005-c12-s012,12,2,p1,ENTP,villager,villager,88,question,p7|p6,p6,suspect,1,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c12,e-20260830-010837-t005-c12-s013,13,2,p2,ENTP,villager,villager,132,question,p7|p6,p6,defend,1,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c12,e-20260830-010837-t005-c12-s014,14,3,p8,ENTP,werewolf,werewolf,106,question|intent,p7|p6,p6,suspect,1,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c12,e-20260830-010837-t005-c12-s015,15,4,p3,ENTP,seer,seer,111,question|hypothesis,p7|p6,p6,suspect,1,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c12,e-20260830-010837-t005-c12-s016,16,4,p7,ENTP,thief,thief,125,claim|suspect,p6,p6,suspect,2,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c12,e-20260830-010837-t005-c12-s017,17,5,p5,ENTP,villager,villager,140,question|defend,p7|p6,p6,defend,2,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c12,e-20260830-010837-t005-c12-s018,18,5,p7,ENTP,thief,thief,140,question|defend,p5|p6,p6,defend,2,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c12,e-20260830-010837-t005-c12-s019,19,5,p1,ENTP,villager,villager,112,question,p7|p6,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c12,e-20260830-010837-t005-c12-s020,20,5,p3,ENTP,seer,seer,74,question,p7|p6,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c12,e-20260830-010837-t005-c12-s021,21,6,p8,ENTP,werewolf,werewolf,123,claim|suspect,p3|p6,p6,suspect,2,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c12,e-20260830-010837-t005-c12-s022,22,6,p4,ENTP,villager,villager,148,agree|defend,p8|p6,p6,defend,1,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c12,e-20260830-010837-t005-c12-s023,23,6,p6,ENTP,werewolf,werewolf,134,suspect|claim,p8|p6,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c12,e-20260830-010837-t005-c12-s024,24,6,p2,ENTP,villager,villager,100,agree,p6,p6,suspect,2,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c12,e-20260830-010837-t005-c12-s025,25,6,p1,ENTP,villager,villager,135,suspect|agree,p6,p6,suspect,2,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c13,e-20260830-010837-t005-c13-s001,1,1,p7,ESTJ,thief,thief,69,question,p1|p2|p3,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c13,e-20260830-010837-t005-c13-s002,2,1,p6,ESTJ,werewolf,werewolf,68,other,,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c13,e-20260830-010837-t005-c13-s003,3,1,p1,ESTJ,villager,villager,58,other,,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c13,e-20260830-010837-t005-c13-s004,4,1,p8,ESTJ,werewolf,werewolf,66,other,,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c13,e-20260830-010837-t005-c13-s005,5,1,p5,ESTJ,villager,villager,53,other,,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c13,e-20260830-010837-t005-c13-s006,6,1,p3,ESTJ,seer,seer,81,claim|suspect,p7,p7,suspect,2,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c13,e-20260830-010837-t005-c13-s007,7,2,p6,ESTJ,werewolf,werewolf,85,question,p3,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c13,e-20260830-010837-t005-c13-s008,8,2,p3,ESTJ,seer,seer,71,claim|intent|suspect,p7,p7,suspect,2,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c13,e-20260830-010837-t005-c13-s009,9,2,p5,ESTJ,villager,villager,72,intent,,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c13,e-20260830-010837-t005-c13-s010,10,2,p7,ESTJ,thief,thief,120,intent,p3,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c13,e-20260830-010837-t005-c13-s011,11,2,p1,ESTJ,villager,villager,64,other,,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c13,e-20260830-010837-t005-c13-s012,12,2,p2,ESTJ,villager,villager,151,intent|other,,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c13,e-20260830-010837-t005-c13-s013,13,2,p8,ESTJ,werewolf,werewolf,73,suspect|agree|intent,p3|p7,p7,suspect,2,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c13,e-20260830-010837-t005-c13-s014,14,3,p2,ESTJ,villager,villager,139,other,,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c13,e-20260830-010837-t005-c13-s015,15,4,p3,ESTJ,seer,seer,113,claim|suspect,p7,p7,suspect,2,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c13,e-20260830-010837-t005-c13-s016,16,4,p6,ESTJ,werewolf,werewolf,99,claim|agree|intent,p3|p7,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c13,e-20260830-010837-t005-c13-s017,17,4,p7,ESTJ,thief,thief,118,defend|rebut|intent,p3,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c13,e-20260830-010837-t005-c13-s018,18,5,p7,ESTJ,thief,thief,105,defend|intent,p3,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c13,e-20260830-010837-t005-c13-s019,19,5,p8,ESTJ,werewolf,werewolf,94,defend|agree|intent,p7|p3,p7,defend,1,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c13,e-20260830-010837-t005-c13-s020,20,5,p6,ESTJ,werewolf,werewolf,126,defend|rebut|intent,p7,p7,defend,2,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c14,e-20260830-010837-t005-c14-s001,1,1,p7,ESFJ,thief,thief,75,claim|defend|intent,p1,p1,defend,2,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c14,e-20260830-010837-t005-c14-s002,2,1,p2,ESFJ,villager,villager,63,question,,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c14,e-20260830-010837-t005-c14-s003,3,1,p6,ESFJ,werewolf,werewolf,73,agree|defend,p7|p1,p1,defend,2,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c14,e-20260830-010837-t005-c14-s004,4,1,p1,ESFJ,villager,villager,86,question,p7|p1|p6,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c14,e-20260830-010837-t005-c14-s005,5,1,p8,ESFJ,werewolf,werewolf,101,claim|agree|defend,p6|p1,p1,defend,2,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c14,e-20260830-010837-t005-c14-s006,6,1,p3,ESFJ,seer,seer,108,hypothesis,p6|p1|p7|p8,p1,suspect,1,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c14,e-20260830-010837-t005-c14-s007,7,2,p6,ESFJ,werewolf,werewolf,85,suspect|question,p7,p7,suspect,2,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c14,e-20260830-010837-t005-c14-s008,8,2,p3,ESFJ,seer,seer,88,question,p7|p1,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c14,e-20260830-010837-t005-c14-s009,9,2,p5,ESFJ,villager,villager,129,hypothesis|question,p7|p1,p7,suspect,1,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c14,e-20260830-010837-t005-c14-s010,10,2,p7,ESFJ,thief,thief,92,agree|claim|question|intent,p5|p1,,,,v1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c14,e-20260830-010837-t005-c14-s011,11,2,p1,ESFJ,villager,villager,110,question|hypothesis,p7|p1,p7,suspect,1,v1
